Date,Location,Check_Ave,Sales,Item_Count,Year
7/12,Passport,7.68,"1,084.39",378,1819
7/12,ETC,8.26,"1,501.85",488,1819
7/12,8:15,4.39,377.14,143,1819
7/12,Tylers,7.18,"1,075.15",301,1819
7/13,8:15,4.86,268.9,98,1819
7/13,ETC,10.12,"1,852.05",539,1819
7/13,Passport,7.05,765.37,276,1819
7/13,Tylers,8.01,"1,025.95",302,1819
7/13,Post Office,27.92,446.7,17,1819
7/14,ETC,11.91,"1,017.11",271,1819
7/15,ETC,11.4,667.83,198,1819
7/16,Post Office,15.43,370.23,24,1819
7/16,8:15,4.26,341.95,139,1819
7/16,Passport,7.54,"1,122.15",358,1819
7/16,ETC,9.19,"1,759.68",507,1819
7/16,Tylers,6.57,"1,077.95",326,1819
7/17,ETC,9.03,"1,507.12",516,1819
7/17,Passport,7.84,897.97,299,1819
7/17,8:15,4.43,264.68,115,1819
7/17,Tylers,7.75,"1,075.62",297,1819
7/17,Post Office,11.96,155.34,13,1819
7/18,Post Office,6.31,113.48,18,1819
7/18,Passport,7.92,"1,028.02",365,1819
7/18,Tylers,7.72,"1,113.24",311,1819
7/18,ETC,6.66,"1,081.86",365,1819
7/18,8:15,4.16,302.12,122,1819
7/19,ETC,5.27,"1,039.88",370,1819
7/19,Passport,7.86,"1,156.18",406,1819
7/19,Tylers,6.49,931.37,267,1819
7/19,8:15,4.47,313.15,127,1819
7/19,Post Office,9.16,137.32,15,1819
7/20,Post Office,6.48,71.16,11,1819
7/20,8:15,4.51,355.11,140,1819
7/20,Tylers,7.83,"1,079.80",325,1819
7/20,ETC,8.71,"1,642.16",537,1819
7/20,Passport,7.73,915.95,317,1819
7/21,ETC,7.71,711.53,223,1819
7/22,ETC,10.41,705.03,192,1819
7/23,Post Office,18,341.87,25,1819
7/23,ETC,8.92,"1,221.51",457,1819
7/23,8:15,5.46,399.85,154,1819
7/23,Tylers,8.08,"1,253.26",351,1819
7/24,Post Office,12.52,162.7,14,1819
7/24,Tylers,7.54,"1,225.67",353,1819
7/24,ETC,9.07,"1,179.17",340,1819
7/24,8:15,4.51,335.52,131,1819
7/25,Post Office,38.36,383.41,12,1819
7/25,8:15,5.2,396.15,150,1819
7/25,ETC,17.25,"3,181.81",854,1819
7/25,Tylers,7.97,"1,324.90",389,1819
7/26,Tylers,8.12,"1,702.56",471,1819
7/26,8:15,5.26,424.3,160,1819
7/26,ETC,21.95,"4,442.67",1129,1819
7/26,Post Office,7.54,142.6,24,1819
7/27,8:15,4.79,325.49,131,1819
7/27,Tylers,8.01,"1,204.66",345,1819
7/27,Post Office,7.91,86.99,11,1819
7/27,Concessions,0,0,0,1819
7/27,Passport,0,0,,1819
7/27,ETC,18.34,"5,547.76",1584,1819
7/29,ETC,3.13,9.16,4,1819
7/30,ETC,8.8,573.33,165,1819
7/30,Passport,8.39,637.8,198,1819
7/30,8:15,5.83,325.73,133,1819
7/30,Post Office,185.45,"2,967.19",16,1819
7/31,Post Office,13.09,170.23,14,1819
7/31,Passport,7.37,661.93,233,1819
7/31,8:15,5.45,335.13,124,1819
7/31,ETC,7.01,509.48,224,1819
8/1,ETC,15.24,"1,182.16",352,1819
8/1,Passport,8.52,860.62,300,1819
8/1,8:15,4.28,285.43,112,1819
8/1,Tylers,0,0,,1819
8/1,Post Office,18,197.76,11,1819
8/2,Post Office,18.76,262.62,24,1819
8/2,8:15,5.06,364.72,141,1819
8/2,Tylers,0,0,,1819
8/2,ETC,14.84,"1,443.03",372,1819
8/2,Passport,7.55,862.14,284,1819
8/3,ETC,15.59,574.71,161,1819
8/3,Post Office,17.38,86.89,6,1819
8/3,Passport,7,166.09,60,1819
8/3,8:15,5.17,96.12,38,1819
8/6,8:15,0,0,,1819
8/6,Tylers,6.37,656.25,207,1819
8/6,ETC,6.02,364.8,109,1819
8/6,Passport,7.43,558.7,180,1819
8/6,Post Office,59.97,"1,259.45",21,1819
8/7,Tylers,7.73,625.11,188,1819
8/7,Post Office,13.25,185.47,16,1819
8/7,Cellar,0,0,1,1819
8/7,ETC,11.11,646.23,158,1819
8/7,Passport,7.22,572.72,204,1819
8/8,Tylers,6.58,629.18,187,1819
8/8,ETC,7.49,588.65,198,1819
8/8,Cellar,0,0,,1819
8/8,Post Office,9.25,138.7,14,1819
8/8,Passport,7.01,607.81,206,1819
8/9,Post Office,23.83,405.08,17,1819
8/9,Passport,6.9,560.05,198,1819
8/9,Tylers,6.59,697.96,216,1819
8/9,ETC,6.49,396.02,156,1819
8/10,Passport,8.24,603.83,202,1819
8/10,ETC,12.49,"1,109.60",304,1819
8/10,Cellar,0,0,0,1819
8/10,Tylers,6.49,587,193,1819
8/10,Post Office,114.84,"1,377.96",15,1819
8/13,Post Office,6.42,89.87,13,1819
8/13,Tylers,7.54,536.5,165,1819
8/13,Passport,7.02,547.49,180,1819
8/13,8:15,4.43,206.55,80,1819
8/13,ETC,6.71,477.45,148,1819
8/14,ETC,5.21,349.41,112,1819
8/14,Passport,6.94,607.07,196,1819
8/14,8:15,6.6,277.9,105,1819
8/14,Tylers,0,0,,1819
8/14,Post Office,18.08,415.26,22,1819
8/15,Post Office,22.2,354.79,21,1819
8/15,Passport,7.17,648.17,240,1819
8/15,8:15,4.66,224.09,86,1819
8/15,Tylers,6.04,493.31,161,1819
8/15,ETC,5.75,436.02,141,1819
8/16,Concessions,0,0,,1819
8/16,Post Office,13.84,110.55,12,1819
8/16,Cellar,0,0,1,1819
8/16,Tylers,6.28,668.69,203,1819
8/16,ETC,5.55,548.84,175,1819
8/16,Passport,6.62,855.94,309,1819
8/16,8:15,4.62,237.31,87,1819
8/17,8:15,4.89,183.4,74,1819
8/17,ETC,6.42,427.49,149,1819
8/17,Passport,6.62,603.83,207,1819
8/17,Tylers,6.98,535.27,164,1819
8/17,Cellar,0,0,,1819
8/17,Post Office,5.95,71.39,13,1819
8/18,ETC,3.46,3.38,2,1819
8/19,Tylers,7.01,540.67,179,1819
8/19,Passport,0,0,,1819
8/19,ETC,5.38,307.99,103,1819
8/20,Post Office,37.4,860.29,22,1819
8/20,Tylers,6.62,639.87,192,1819
8/20,8:15,4.08,356.11,149,1819
8/20,Cellar,0,0,,1819
8/20,ETC,7.88,"1,375.82",345,1819
8/20,Passport,7.06,923.97,322,1819
8/21,Passport,6.81,964.52,347,1819
8/21,ETC,7.19,"1,950.32",495,1819
8/21,Tylers,6.47,774.64,239,1819
8/21,8:15,4.32,346.51,125,1819
8/21,Lou's,0,0,,1819
8/21,Post Office,14.1,225.54,16,1819
8/22,Lou's,0,0,,1819
8/22,Post Office,10.5,104.95,9,1819
8/22,Passport,7.48,"1,136.87",395,1819
8/22,ETC,9.26,"2,850.37",720,1819
8/22,8:15,4.46,347.17,136,1819
8/22,Tylers,7.44,"1,988.16",595,1819
8/23,ETC,7.72,"3,931.42",1104,1819
8/23,Passport,8.69,"2,056.48",664,1819
8/23,Tylers,8.4,"1,721.89",498,1819
8/23,Cellar,0,0,,1819
8/23,Lou's,0,0,,1819
8/23,Post Office,12.17,158.13,13,1819
8/23,8:15,4.25,614.76,252,1819
8/24,Post Office,14.82,221.79,16,1819
8/24,8:15,4.76,563.6,222,1819
8/24,ETC,7.59,"3,949.33",1098,1819
8/24,Passport,7.04,"1,276.20",454,1819
8/24,Lou's,0,0,,1819
8/24,Tylers,6.99,"1,243.60",335,1819
8/25,ETC,8.79,"7,211.67",1950,1819
8/25,8:15,0,0,,1819
8/26,Tylers,8.29,"2,398.53",561,1819
8/26,ETC,9.74,"9,800.32",2603,1819
8/27,Cellar,0,0,5,1819
8/27,Dean's Den,5.45,239.64,87,1819
8/27,ETC,7.89,"9,656.66",2800,1819
8/27,Passport,7.02,"4,587.76",1567,1819
8/27,8:15,4.06,"2,455.62",928,1819
8/27,Tylers,7.56,"4,789.71",1112,1819
8/27,Lou's,6.08,"2,968.06",954,1819
8/27,Post Office,9.03,340.08,43,1819
8/28,Post Office,8.29,305.54,37,1819
8/28,ETC,7.03,"7,741.27",2288,1819
8/28,Passport,7.14,"4,896.22",1600,1819
8/28,Lou's,6.07,"2,938.64",971,1819
8/28,8:15,3.82,"2,690.47",1065,1819
8/28,Cellar,0,0,,1819
8/28,Dean's Den,6.47,355.88,124,1819
8/28,Tylers,7.82,"5,467.26",1277,1819
8/29,Dean's Den,5.75,356.19,128,1819
8/29,Lou's,6.24,"3,181.90",996,1819
8/29,Post Office,9.18,273.94,30,1819
8/29,Concessions,0,0,,1819
8/29,Tylers,7.57,"5,443.22",1327,1819
8/29,Cellar,0,24.02,,1819
8/29,ETC,6.45,"7,360.34",2534,1819
8/29,8:15,4.24,"3,357.16",1284,1819
8/29,Passport,6.98,"5,038.26",1695,1819
8/30,8:15,3.89,"2,768.19",1086,1819
8/30,Tylers,7.79,"5,001.67",1211,1819
8/30,Concessions,6.5,26,7,1819
8/30,Cellar,34.24,376.66,57,1819
8/30,Passport,7.12,"4,861.95",1578,1819
8/30,ETC,6.85,"7,228.31",2126,1819
8/30,Lou's,5.73,"2,313.06",752,1819
8/30,Dean's Den,6.02,421.38,142,1819
8/30,Post Office,11.69,381.58,36,1819
8/31,Lou's,6.09,961.15,310,1819
8/31,Post Office,12.68,465.24,38,1819
8/31,8:15,4.21,"1,459.23",571,1819
8/31,Tylers,7.8,"4,098.23",966,1819
8/31,Cellar,13.54,"3,259.96",807,1819
8/31,Concessions,5.56,100,31,1819
8/31,ETC,6.85,"6,989.06",2101,1819
8/31,Passport,7.38,"4,044.11",1364,1819
9/1,Passport,8.76,"1,235.93",389,1819
9/1,8:15,4.17,"1,051.79",403,1819
9/1,Cellar,12.92,"4,301.69",1095,1819
9/1,ETC,7.87,"5,895.98",1612,1819
9/2,ETC,8.02,"8,110.51",2390,1819
9/2,Tylers,8.78,"2,796.03",572,1819
9/2,8:15,3.99,"3,036.16",1163,1819
9/2,Cellar,12.92,"3,680.79",901,1819
9/2,Dean's Den,5.8,382.63,119,1819
9/3,Passport,7.04,"4,914.85",1609,1819
9/3,Cellar,13.7,"2,786.41",710,1819
9/3,Tylers,7.96,"4,714.92",1081,1819
9/3,ETC,7.29,"9,052.11",2698,1819
9/3,Dean's Den,6.11,439.82,153,1819
9/3,Lou's,6.1,"3,092.87",1054,1819
9/3,8:15,4,"3,552.91",1347,1819
9/4,Post Office,7.12,345.31,51,1819
9/4,Tylers,7.67,"5,003.16",1147,1819
9/4,8:15,4.11,"3,879.46",1455,1819
9/4,ETC,6.59,"7,468.21",2260,1819
9/4,Lou's,6.09,"3,406.59",1141,1819
9/4,Passport,7.1,"5,124.21",1659,1819
9/4,Cellar,15.01,"2,600.90",644,1819
9/4,Dean's Den,5.95,701.56,223,1819
9/5,Cellar,13.76,"4,728.74",1012,1819
9/5,Passport,6.85,"5,153.09",1617,1819
9/5,Concessions,0,0,,1819
9/5,ETC,6.57,"8,042.00",2383,1819
9/5,Dean's Den,5.72,543.05,189,1819
9/5,Post Office,9.56,474.99,58,1819
9/5,8:15,4,"3,451.00",1337,1819
9/5,Lou's,5.98,"3,552.28",1136,1819
9/5,Tylers,7.89,"5,046.12",1173,1819
9/6,8:15,4.23,"3,168.99",1192,1819
9/6,Post Office,8.12,281.52,36,1819
9/6,ETC,6.9,"8,263.74",2555,1819
9/6,Passport,6.79,"4,878.85",1641,1819
9/6,Lou's,6.02,"2,531.36",799,1819
9/6,Cellar,15.65,"2,636.57",636,1819
9/6,Tylers,7.66,"4,727.27",1103,1819
9/6,Dean's Den,5.93,503.77,167,1819
9/7,Cellar,14.75,"2,988.13",717,1819
9/7,ETC,6.56,"5,627.82",1773,1819
9/7,Post Office,11.1,342.66,30,1819
9/7,Passport,7.4,"3,850.23",1341,1819
9/7,Lou's,6.57,"1,118.20",345,1819
9/7,Tylers,8.03,"5,001.51",1150,1819
9/7,8:15,4.18,"1,569.68",587,1819
9/8,Concessions,8.29,"8,170.00",2226,1819
9/8,Cellar,13.76,"4,435.02",1066,1819
9/8,Passport,7.48,"1,094.72",342,1819
9/8,Concessions,7.38,"5,619.00",1577,1819
9/8,ETC,7.36,"6,770.87",2095,1819
9/8,8:15,4.32,"1,112.27",397,1819
9/9,Dean's Den,6.03,597.35,205,1819
9/9,8:15,4.16,"3,164.62",1156,1819
9/9,ETC,7.32,"8,769.48",2691,1819
9/9,Tylers,8.78,"3,134.43",654,1819
9/9,Lou's,0,0,,1819
9/9,Cellar,13.97,"3,992.60",887,1819
9/10,Tylers,7.82,"5,174.11",1204,1819
9/10,8:15,4.12,"4,088.61",1525,1819
9/10,ETC,7.74,"10,492.92",3057,1819
9/10,Cellar,13.92,"2,067.89",532,1819
9/10,Passport,7.16,"4,962.63",1656,1819
9/10,Dean's Den,7.17,723.97,242,1819
9/10,Lou's,6.05,"3,528.33",1157,1819
9/10,Post Office,18.48,959.35,54,1819
9/10,Concessions,0,0,,1819
9/11,Lou's,6.35,"3,440.51",1095,1819
9/11,Dean's Den,7.39,731.05,253,1819
9/11,Post Office,10.3,234.75,23,1819
9/11,Tylers,7.49,"5,199.95",1238,1819
9/11,Cellar,17.07,"2,632.41",548,1819
9/11,Passport,7.24,"5,376.81",1773,1819
9/11,ETC,10.8,"15,403.86",4478,1819
9/11,8:15,4.26,"3,841.81",1434,1819
9/12,Tylers,7.53,"4,117.38",989,1819
9/12,Concessions,4.55,150,44,1819
9/12,8:15,4.21,"2,965.51",1127,1819
9/12,Cellar,13.93,"4,084.33",941,1819
9/12,Passport,6.91,"5,318.12",1744,1819
9/12,ETC,10.13,"13,286.17",3868,1819
9/12,Dean's Den,6.22,689.8,239,1819
9/12,Lou's,5.77,"3,299.36",1045,1819
9/12,Post Office,7.47,214.25,32,1819
9/13,Dean's Den,6.09,419.77,143,1819
9/13,Post Office,7.83,185.68,22,1819
9/13,Tylers,8.27,"2,766.33",672,1819
9/13,8:15,4.11,"1,415.89",542,1819
9/13,ETC,7.94,"5,882.85",1692,1819
9/13,Passport,8.37,"2,153.57",732,1819
9/14,ETC,7.52,"4,803.13",1348,1819
9/14,Passport,7.8,"1,954.56",685,1819
9/14,Tylers,7.81,"2,442.75",571,1819
9/14,8:15,3.92,962.17,358,1819
9/14,Post Office,9.85,255.37,27,1819
9/15,8:15,4.36,"1,399.21",523,1819
9/15,ETC,7.08,"5,144.94",1474,1819
9/16,Cellar,14.22,"3,904.77",972,1819
9/16,ETC,7.06,"6,656.28",1925,1819
9/16,Dean's Den,5.98,388.79,131,1819
9/16,8:15,4.08,"3,024.19",1115,1819
9/16,Tylers,9.01,"2,850.63",611,1819
9/17,Post Office,8.74,260.09,29,1819
9/17,Tylers,7.63,"4,130.27",992,1819
9/17,8:15,4.2,"3,141.59",1181,1819
9/17,Lou's,5.98,"3,021.56",956,1819
9/17,Cellar,13.97,"1,796.72",468,1819
9/17,Passport,7.16,"4,514.91",1514,1819
9/17,ETC,7.42,"7,198.65",2092,1819
9/17,Dean's Den,6.36,477.09,157,1819
9/18,Cellar,14.83,"2,856.95",629,1819
9/18,Passport,7.56,"5,597.17",1885,1819
9/18,ETC,6.81,"8,617.50",2566,1819
9/18,Dean's Den,4.87,462.33,159,1819
9/18,Post Office,8.65,241.5,32,1819
9/18,Lou's,6.17,"3,764.97",1243,1819
9/18,Tylers,7.5,"5,069.85",1246,1819
9/18,8:15,4.27,"4,504.36",1688,1819
9/19,Post Office,8.53,296.38,39,1819
9/19,ETC,6.8,"7,960.88",2422,1819
9/19,Passport,7.36,"5,558.43",1875,1819
9/19,8:15,4.1,"4,555.63",1724,1819
9/19,Lou's,5.78,"3,699.79",1212,1819
9/19,Cellar,15.86,"3,649.05",773,1819
9/19,Tylers,7.71,"5,187.47",1220,1819
9/19,Dean's Den,6.14,546.5,185,1819
9/20,Dean's Den,5.5,665.08,230,1819
9/20,Post Office,18.9,434.65,26,1819
9/20,Passport,7.21,"5,236.94",1739,1819
9/20,ETC,6.78,"8,179.66",2534,1819
9/20,Lou's,6.14,"2,984.71",966,1819
9/20,Cellar,14.97,"2,635.25",670,1819
9/20,Tylers,7.53,"5,165.18",1218,1819
9/20,8:15,4.13,"3,407.52",1273,1819
9/21,8:15,4.14,"1,783.09",685,1819
9/21,Lou's,5.98,"1,000.99",313,1819
9/21,Passport,7.76,"4,524.35",1573,1819
9/21,Cellar,17.06,"2,812.39",633,1819
9/21,Tylers,7.74,"4,242.83",1024,1819
9/21,Post Office,6.81,203.18,33,1819
9/21,ETC,6.77,"6,141.97",1885,1819
9/22,8:15,4.28,"1,144.55",419,1819
9/22,Passport,7.8,"1,335.61",441,1819
9/22,ETC,7.17,"5,807.04",1719,1819
9/22,Cellar,14.77,"3,838.72",983,1819
9/23,Tylers,8.71,"3,063.59",676,1819
9/23,8:15,4.25,"3,964.88",1473,1819
9/23,Concessions,5.72,349,112,1819
9/23,Cellar,14.33,"3,514.98",855,1819
9/23,ETC,7.66,"8,488.28",2678,1819
9/23,Dean's Den,6.22,609.28,218,1819
9/23,Lou's,0,0,,1819
9/24,Lou's,5.81,"3,628.78",1209,1819
9/24,Dean's Den,7.02,863.28,288,1819
9/24,Post Office,7.37,262.41,39,1819
9/24,Tylers,7.49,"5,137.93",1241,1819
9/24,Passport,7.31,"5,603.95",1860,1819
9/24,Cellar,14.51,"1,867.96",505,1819
9/24,8:15,4.18,"4,890.79",1824,1819
9/24,ETC,6.71,"8,977.58",2798,1819
9/25,Passport,7.21,"5,725.09",1945,1819
9/25,ETC,6.66,"9,052.61",2820,1819
9/25,Tylers,7.67,"5,314.18",1277,1819
9/25,8:15,4.16,"4,916.08",1855,1819
9/25,Cellar,16.38,"2,608.09",601,1819
9/25,Dean's Den,6.62,906.32,299,1819
9/25,Lou's,5.77,"3,383.26",1124,1819
9/25,Post Office,13.78,423.72,32,1819
9/26,Lou's,5.6,"3,433.17",1152,1819
9/26,Post Office,10.01,319.2,33,1819
9/26,ETC,6.65,"8,929.86",2714,1819
9/26,Tylers,7.66,"5,201.65",1250,1819
9/26,Cellar,13.59,"2,733.59",569,1819
9/26,8:15,4.24,"4,922.64",1871,1819
9/26,Dean's Den,6.49,953.18,310,1819
9/26,Passport,6.96,"5,366.19",1823,1819
9/27,ETC,7.2,"8,948.33",2667,1819
9/27,Concessions,0,0,0,1819
9/27,Passport,7.07,"5,207.85",1787,1819
9/27,Dean's Den,5.95,476.39,157,1819
9/27,Cellar,16.14,"3,063.38",733,1819
9/27,Post Office,12.05,407.02,36,1819
9/27,Lou's,5.76,"2,732.45",904,1819
9/27,Tylers,7.36,"4,936.99",1206,1819
9/27,8:15,4.28,"3,898.60",1466,1819
9/27,Concessions,0,0,,1819
9/28,Post Office,7.68,159.73,22,1819
9/28,Tylers,7.64,"3,966.11",957,1819
9/28,8:15,4.34,"1,716.67",646,1819
9/28,Passport,7.33,"4,051.80",1426,1819
9/28,ETC,7.04,"6,761.88",2013,1819
9/28,Cellar,15.59,"3,425.56",842,1819
9/28,Lou's,6.05,922.94,281,1819
9/29,Cellar,15.86,"1,702.29",394,1819
9/29,Concessions,7.29,"10,934.00",3264,1819
9/29,ETC,7.6,"6,225.95",1832,1819
9/29,Concessions,7.18,"9,753.00",2926,1819
9/29,8:15,4.52,"1,092.01",391,1819
9/29,Passport,7.93,"1,382.98",500,1819
9/30,Lou's,0,0,,1819
9/30,Tylers,8.34,"3,161.23",714,1819
9/30,8:15,4.29,"3,943.23",1455,1819
9/30,Cellar,13.86,"3,009.30",785,1819
9/30,ETC,7.55,"8,336.29",2582,1819
9/30,Concessions,5,230,71,1819
9/30,Dean's Den,6.41,673.16,219,1819
10/1,Cellar,14.35,"1,702.89",465,1819
10/1,Dean's Den,6.48,764.8,250,1819
10/1,Concessions,0,0,,1819
10/1,Post Office,7.21,322.71,52,1819
10/1,Passport,7.26,"5,208.94",1773,1819
10/1,Lou's,5.98,"3,559.80",1162,1819
10/1,ETC,6.58,"9,721.80",2944,1819
10/1,8:15,4.22,"5,212.54",1946,1819
10/1,Tylers,7.39,"5,435.51",1315,1819
10/2,Post Office,12.39,234.97,19,1819
10/2,Passport,7.37,"6,121.94",2109,1819
10/2,Lou's,5.89,"3,849.67",1249,1819
10/2,ETC,6.55,"8,848.24",2758,1819
10/2,8:15,4.14,"4,871.35",1856,1819
10/2,Cellar,16.09,"2,265.89",542,1819
10/2,Dean's Den,6.34,913.05,311,1819
10/2,Tylers,7.59,"5,381.55",1286,1819
10/3,Dean's Den,6.36,922.47,300,1819
10/3,Lou's,5.75,"3,596.68",1146,1819
10/3,Post Office,8.19,211.26,28,1819
10/3,Tylers,7.73,"5,185.40",1224,1819
10/3,8:15,4.13,"4,903.90",1841,1819
10/3,Cellar,16.3,"4,364.45",966,1819
10/3,ETC,6.95,"9,183.42",2770,1819
10/3,Passport,7.03,"5,600.63",1956,1819
10/4,8:15,4.38,"4,296.47",1595,1819
10/4,Tylers,7.46,"5,678.33",1367,1819
10/4,Concessions,5.05,111,35,1819
10/4,Passport,7.19,"5,403.19",1903,1819
10/4,Cellar,14.9,"2,957.92",726,1819
10/4,Dean's Den,6.38,899.06,285,1819
10/4,Lou's,5.92,"3,085.82",947,1819
10/4,Post Office,10.11,271.96,27,1819
10/4,ETC,6.69,"8,773.27",2670,1819
10/5,Lou's,5.93,"1,327.29",427,1819
10/5,Tylers,7.7,"4,396.97",1049,1819
10/5,8:15,4.38,"2,245.06",851,1819
10/5,Passport,7.54,"4,573.46",1529,1819
10/5,ETC,7.35,"7,943.73",2455,1819
10/5,Post Office,6.13,256.51,52,1819
10/5,Cellar,14.96,"3,337.02",815,1819
10/6,Passport,7.64,"1,340.04",495,1819
10/6,8:15,4.34,"1,188.48",448,1819
10/6,Concessions,6.63,"8,171.00",2528,1819
10/6,Cellar,13.62,"3,844.20",944,1819
10/6,ETC,7.57,"6,295.02",1888,1819
10/6,Concessions,6.82,"6,659.00",2031,1819
10/7,Cellar,14.2,"3,025.21",717,1819
10/7,Tylers,8.65,"3,023.08",661,1819
10/7,Dean's Den,6.35,907.72,310,1819
10/7,ETC,7.47,"8,258.47",2557,1819
10/7,8:15,4.21,"4,165.07",1541,1819
10/8,Passport,7.32,"6,050.71",1990,1819
10/8,ETC,6.81,"9,477.79",2859,1819
10/8,Cellar,14.13,"2,161.62",564,1819
10/8,Tylers,7.98,"5,781.95",1377,1819
10/8,8:15,4.16,"5,534.07",2127,1819
10/8,Dean's Den,6.44,882.38,289,1819
10/8,Lou's,5.76,"3,820.14",1272,1819
10/8,Post Office,9.33,296.84,33,1819
10/9,8:15,4.23,"5,743.94",2167,1819
10/9,Post Office,8.4,334.93,43,1819
10/9,Tylers,8.09,"5,877.73",1336,1819
10/9,Lou's,6.01,"3,652.37",1174,1819
10/9,ETC,6.63,"9,525.06",2959,1819
10/9,Cellar,15.71,"2,622.08",624,1819
10/9,Passport,7.1,"5,885.56",2058,1819
10/9,Dean's Den,5.65,835.86,288,1819
10/10,Cellar,15.75,"3,922.78",914,1819
10/10,Passport,7.2,"5,765.47",1952,1819
10/10,Dean's Den,6.92,"1,052.09",330,1819
10/10,ETC,6.65,"9,473.00",2875,1819
10/10,Post Office,10.36,402.39,40,1819
10/10,Tylers,8,"5,426.65",1300,1819
10/10,Lou's,6.26,"3,730.26",1173,1819
10/10,8:15,4.2,"5,081.35",1912,1819
10/11,Post Office,8.24,203.92,78,1819
10/11,Tylers,7.69,"4,778.53",1180,1819
10/11,Cellar,15.96,"2,804.91",639,1819
10/11,8:15,4.34,"3,595.79",1357,1819
10/11,Passport,7.34,"5,099.70",1751,1819
10/11,ETC,6.91,"7,824.81",2303,1819
10/11,Dean's Den,6.55,556.58,174,1819
10/11,Lou's,5.89,"2,461.23",778,1819
10/12,ETC,8.46,"6,554.99",1981,1819
10/12,Post Office,8.12,152.7,18,1819
10/12,Lou's,6.47,730.75,217,1819
10/12,8:15,4.32,"1,382.44",537,1819
10/12,Tylers,8.26,"4,531.73",1106,1819
10/12,Passport,7.35,"3,804.66",1283,1819
10/14,Concessions,6,402,129,1819
10/15,8:15,4.81,744.46,278,1819
10/15,Tylers,9.16,"4,931.71",1224,1819
10/15,ETC,10.12,"1,512.09",451,1819
10/15,Post Office,12,167.94,14,1819
10/16,Tylers,8.61,"5,297.45",1314,1819
10/16,Post Office,16.33,294.01,21,1819
10/16,8:15,4.56,"1,291.17",483,1819
10/16,Cellar,0,0,4,1819
10/16,ETC,9.05,"7,708.35",2256,1819
10/17,Tylers,7.9,"5,252.53",1272,1819
10/17,Cellar,16.5,"4,175.54",812,1819
10/17,Passport,7.22,"5,205.76",1780,1819
10/17,Lou's,6.28,"3,910.90",1204,1819
10/17,Dean's Den,6.11,"1,037.67",354,1819
10/17,Post Office,4.9,179.51,39,1819
10/17,8:15,4.15,"4,683.00",1787,1819
10/17,ETC,7.11,"9,333.93",2861,1819
10/18,Lou's,6.12,"3,190.77",1033,1819
10/18,Dean's Den,6.5,844.52,263,1819
10/18,Passport,7.47,"5,272.95",1807,1819
10/18,ETC,6.79,"8,638.47",2638,1819
10/18,Concessions,5.62,337,131,1819
10/18,8:15,4.25,"3,982.03",1487,1819
10/18,Tylers,7.74,"4,819.30",1173,1819
10/18,Post Office,8.89,283.91,35,1819
10/18,Cellar,16.48,"3,671.44",842,1819
10/19,Passport,7.41,"4,498.42",1491,1819
10/19,ETC,7.08,"7,623.20",2365,1819
10/19,8:15,4.21,"1,850.42",720,1819
10/19,Tylers,7.53,"4,465.55",1096,1819
10/19,Cellar,14.97,"3,633.33",859,1819
10/19,Lou's,5.93,"1,210.91",383,1819
10/19,Post Office,8.4,225.07,25,1819
10/20,Passport,8.28,"1,230.65",430,1819
10/20,Cellar,15.05,"3,458.21",888,1819
10/20,8:15,4.4,"1,202.34",447,1819
10/20,ETC,7,"6,354.19",1985,1819
10/21,Cellar,14.83,"3,630.01",878,1819
10/21,ETC,7.29,"7,952.71",2424,1819
10/21,8:15,4.38,"4,374.56",1611,1819
10/21,Tylers,8.57,"3,020.09",690,1819
10/21,Dean's Den,6.75,674.76,216,1819
10/21,Lou's,0,0,,1819
10/22,8:15,4.22,"4,928.21",1849,1819
10/22,Post Office,8.66,404.84,226,1819
10/22,Tylers,7.8,"5,560.28",1362,1819
10/22,Lou's,6,"3,721.12",1188,1819
10/22,Cellar,15.74,"2,397.74",593,1819
10/22,ETC,7.11,"9,175.87",2737,1819
10/22,Passport,7.27,"5,638.98",1890,1819
10/22,Dean's Den,6.78,"1,009.56",322,1819
10/23,Cellar,14.08,"2,568.34",606,1819
10/23,Passport,7.13,"5,666.37",1878,1819
10/23,ETC,6.92,"9,471.64",2922,1819
10/23,Dean's Den,6.33,861.02,275,1819
10/23,Post Office,8.9,379.1,49,1819
10/23,Lou's,6.06,"3,642.69",1168,1819
10/23,Tylers,7.66,"5,190.86",1257,1819
10/23,8:15,4.23,"4,953.60",1863,1819
10/24,Post Office,4.7,148.73,37,1819
10/24,Passport,7.01,"5,554.80",1839,1819
10/24,ETC,6.62,"9,596.05",2929,1819
10/24,Concessions,0,0,,1819
10/24,Tylers,7.41,"5,028.92",1237,1819
10/24,8:15,4.1,"4,631.03",1698,1819
10/24,Cellar,16.97,"4,111.32",878,1819
10/24,Dean's Den,6.64,835.56,292,1819
10/24,Lou's,5.55,"3,196.09",1042,1819
10/24,Concessions,0,0,,1819
10/25,Dean's Den,6.1,866.53,307,1819
10/25,Post Office,8.3,327.68,43,1819
10/25,Lou's,6,"3,242.92",1024,1819
10/25,ETC,6.39,"8,063.70",2531,1819
10/25,8:15,4.29,"3,968.01",1506,1819
10/25,Tylers,7.61,"5,671.22",1388,1819
10/25,Cellar,14.99,"2,733.66",669,1819
10/25,Passport,7.27,"5,218.55",1809,1819
10/26,8:15,4.35,"1,722.81",676,1819
10/26,Tylers,7.49,"3,860.78",969,1819
